Timestamp_ET,Area,Occupancy,Status,Num In,Timestamp_ISO,Date,Hour,Weekday,Weekend
2026-08-07 16:46:35,E2,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,F,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,FA - Popolopen Brook - Downstream from Weyants Bridge,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,FA - Popolopen Brook - Upstream from Weyants Bridge,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Firewood Collection - Garrard Rd,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,G1,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,G2 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,H,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,I,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,J1 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,J2 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,J3 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,J4 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,J5 Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,K Bow (No Crossbow),0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,L,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Lake Frederick,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Lake Georgina,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Long Pond,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Lusk Pond,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,M,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Mine Lake,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Mine Torne Road,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,N,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,O,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,P,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Popolopen Lake,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Q,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,R,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,R - Disabled Hunting,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,RP Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Round Pond,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,S,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Stilwell Lake,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,T1,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,T2,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,U1,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,U2,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,V/W Bow (No Crossbow),0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Weyants Pond,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Wilkins Pond,0.0,Open,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,X,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Y,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Z1,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Z2,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Z4,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Z5,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
2026-08-07 16:46:35,Z6,0.0,Closed,,2026-08-07T16:46:35,2026-08-07,16:46,Fri,False
